customerID,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
3932-IJWDZ,Month-to-month,Yes,Bank transfer (automatic),103.65,4747.85
7089-IVVAZ,Month-to-month,Yes,Bank transfer (automatic),103.35,847.3
3387-VATUS,Month-to-month,Yes,Bank transfer (automatic),94.85,462.8
5482-VXSXJ,Month-to-month,Yes,Mailed check,93.2,2157.3
2386-OWURY,Month-to-month,Yes,Electronic check,95.3,5817.7
2625-TRCZQ,Month-to-month,Yes,Electronic check,49.65,2553.35
9039-RBEEE,Month-to-month,Yes,Credit card (automatic),48.95,1880.85
6765-MBQNU,One year,No,Mailed check,26.0,684.05
0843-WTBXE,Month-to-month,No,Bank transfer (automatic),85.45,4517.25
1448-PWKYE,Month-to-month,No,Electronic check,80.0,80
6317-YPKDH,Month-to-month,No,Bank transfer (automatic),29.95,29.95
2027-CWDNU,Month-to-month,Yes,Electronic check,85.6,1601.5
2068-WWXQZ,Two year,No,Bank transfer (automatic),20.05,902
6110-OHIHY,Month-to-month,No,Electronic check,79.25,267.6
3945-GFWQL,Month-to-month,Yes,Electronic check,44.55,480.6
8645-KWHJO,Month-to-month,Yes,Electronic check,55.0,771.95
2815-CPTUL,Month-to-month,Yes,Mailed check,70.25,331.9
0516-OOHAR,One year,No,Bank transfer (automatic),100.35,2799
0397-GZBBC,Month-to-month,Yes,Bank transfer (automatic),93.85,5574.75
3580-REOAC,Month-to-month,Yes,Credit card (automatic),44.85,435.4
8200-KLNYW,One year,No,Mailed check,80.9,1714.95
3317-HRTNN,Month-to-month,No,Electronic check,45.7,198
9108-EQPNQ,Two year,No,Credit card (automatic),26.1,225.55
3420-ZDBMA,Month-to-month,Yes,Mailed check,71.45,371.6
0727-IWKVK,Month-to-month,Yes,Electronic check,79.9,741.7
8168-UQWWF,Month-to-month,Yes,Bank transfer (automatic),97.85,1105.4
8313-AFGBW,Two year,No,Electronic check,73.6,3522.65
6351-SCJKT,Month-to-month,No,Mailed check,41.35,107.25
0231-LXVAP,Month-to-month,Yes,Electronic check,75.9,75.9
8328-SKJNO,One year,No,Bank transfer (automatic),40.65,947.4
4385-GZQXV,Month-to-month,Yes,Electronic check,94.45,1511.2
9513-DXHDA,One year,No,Electronic check,81.7,2212.55
7225-IILWY,Two year,No,Mailed check,25.75,1686.15
2969-QWUBZ,Month-to-month,No,Electronic check,51.4,96.8
2739-CCZMB,Month-to-month,No,Credit card (automatic),20.35,122
9943-VSZUV,Month-to-month,Yes,Mailed check,75.7,5060.85
4549-ZDQYY,One year,No,Credit card (automatic),57.95,3042.25
9885-AIBVB,Month-to-month,Yes,Electronic check,85.8,2440.25
2262-SLNVK,Month-to-month,No,Electronic check,70.1,70.1
9408-SSNVZ,Month-to-month,Yes,Electronic check,70.15,268.35
0383-CLDDA,Two year,Yes,Credit card (automatic),85.35,5897.4
6537-QLGEX,Month-to-month,Yes,Electronic check,38.9,664.4
2371-JQHZZ,Month-to-month,Yes,Electronic check,93.0,2248.05
9919-YLNNG,Month-to-month,Yes,Bank transfer (automatic),103.8,4327.5
5073-WXOYN,Month-to-month,Yes,Electronic check,50.8,3027.4
2754-VDLTR,Month-to-month,No,Electronic check,95.2,930.4
5778-BVOFB,Month-to-month,Yes,Bank transfer (automatic),59.5,530.05
6614-VBEGU,Month-to-month,Yes,Bank transfer (automatic),69.45,1614.05
7542-CYDDM,Month-to-month,No,Mailed check,20.05,358.5
1352-HNSAW,Two year,Yes,Bank transfer (automatic),115.6,8220.4
0744-GKNGE,Month-to-month,Yes,Bank transfer (automatic),86.8,5327.25
9101-NTIXF,Month-to-month,No,Mailed check,19.4,50.6
6258-PVZWJ,Two year,Yes,Credit card (automatic),90.8,6302.85
7181-BQYBV,Month-to-month,Yes,Electronic check,102.45,102.45
1074-WVEVG,One year,No,Mailed check,20.35,1267
1357-BIJKI,One year,Yes,Electronic check,98.25,4858.7
7602-MVRMB,Two year,Yes,Bank transfer (automatic),110.45,8058.85
2972-YDYUW,One year,No,Electronic check,94.7,5468.95
1763-KUAAW,One year,No,Bank transfer (automatic),20.35,369.6
8894-JVDCV,One year,Yes,Credit card (automatic),115.05,7133.45
5474-LAMUQ,One year,No,Mailed check,20.1,533.9
0117-LFRMW,Month-to-month,No,Bank transfer (automatic),40.2,1448.8
4439-JMPMT,Month-to-month,Yes,Electronic check,85.75,470.95
9576-ANLXO,Month-to-month,Yes,Bank transfer (automatic),69.55,222.3
3014-WJKSM,Month-to-month,Yes,Credit card (automatic),75.3,2263.4
4926-UMJZD,Month-to-month,Yes,Mailed check,49.2,1498.55
6527-PZFPV,One year,Yes,Credit card (automatic),20.8,469.65
7401-RUBNK,Month-to-month,No,Electronic check,74.8,1438.05
4558-FANTW,Month-to-month,No,Electronic check,91.85,1574.45
8990-YOZLV,Two year,Yes,Mailed check,66.9,4577.9
7560-QRBXH,One year,No,Mailed check,19.95,936.7
0040-HALCW,Two year,No,Credit card (automatic),20.4,1090.6
2971-SGAFL,Month-to-month,Yes,Electronic check,78.75,995.35
1845-CSBRZ,Month-to-month,No,Bank transfer (automatic),85.35,1961.6
4819-HJPIW,Month-to-month,No,Mailed check,25.15,476.8
0577-WHMEV,Month-to-month,No,Electronic check,90.7,1374.9
7563-BIUPC,Month-to-month,Yes,Electronic check,80.6,415.55
9504-YAZWB,Two year,No,Mailed check,20.25,1048.45
6896-SRVYQ,Month-to-month,No,Electronic check,73.85,3122.4
8761-NSOBC,Month-to-month,No,Electronic check,100.55,4398.15
4701-LKOZD,Two year,No,Credit card (automatic),89.75,6367.2
4587-VVTOX,Month-to-month,Yes,Electronic check,105.3,545.2
0983-TATYJ,One year,Yes,Mailed check,51.45,1758.9
8084-OIVBS,One year,No,Mailed check,20.0,211.95
0402-OAMEN,Two year,No,Bank transfer (automatic),24.45,1709.1
7363-QTBIW,Month-to-month,Yes,Electronic check,79.75,769.1
0230-UBYPQ,One year,No,Bank transfer (automatic),36.1,2298.9
5808-TOTXO,One year,Yes,Credit card (automatic),20.55,57.4
3186-AJIEK,Two year,Yes,Bank transfer (automatic),105.65,6844.5
8404-VIOMB,Two year,Yes,Bank transfer (automatic),62.5,4136.4
8040-MNRTF,Month-to-month,No,Mailed check,71.1,71.1
8294-UIMBA,One year,Yes,Bank transfer (automatic),94.4,2638.1
9506-UXUSK,Month-to-month,Yes,Electronic check,70.15,931.75
9488-FVZCC,Two year,Yes,Bank transfer (automatic),79.5,5661.7
9415-TPKRV,Month-to-month,No,Electronic check,55.75,446.8
3325-FUYCG,One year,No,Electronic check,106.1,2847.4
5055-MGMGF,Month-to-month,Yes,Electronic check,105.05,6914.95
5701-YVSVF,Month-to-month,Yes,Electronic check,82.9,880.05
1439-LCGVL,One year,No,Mailed check,19.2,459.6
9693-XMUOB,Month-to-month,Yes,Electronic check,50.25,2997.45
2626-VEEWG,Two year,Yes,Credit card (automatic),19.4,1284.2
1591-XWLGB,Two year,No,Credit card (automatic),19.85,1379.6
0533-UCAAU,One year,Yes,Credit card (automatic),71.1,4140.1
7110-BDTWG,Two year,Yes,Electronic check,47.05,3263.6
7493-GVFIO,Two year,No,Credit card (automatic),20.55,1252.85
9838-BFCQT,Two year,No,Mailed check,26.1,1851.45
1746-TGTWV,Month-to-month,No,Credit card (automatic),75.35,75.35
5937-EORGB,Month-to-month,Yes,Electronic check,96.5,1392.25
0793-TWELN,Month-to-month,Yes,Electronic check,80.15,319.85
6243-OZGFH,Month-to-month,Yes,Electronic check,44.95,996.85
4119-ZYPZY,Two year,Yes,Electronic check,106.8,7623.2
7925-PNRGI,Month-to-month,No,Mailed check,81.3,3541.1
5966-EMAZU,One year,Yes,Mailed check,108.5,6880.85
9504-DSHWM,Month-to-month,No,Bank transfer (automatic),59.2,1191.2
3814-MLAXC,Month-to-month,Yes,Credit card (automatic),79.85,2404.15
5150-ITWWB,Month-to-month,Yes,Electronic check,94.85,335.75
4092-OFQZS,One year,No,Mailed check,20.65,417.5
1573-LGXBA,One year,Yes,Credit card (automatic),97.55,5598
5233-GEEAX,Month-to-month,Yes,Electronic check,29.4,221.9
2650-GYRYL,One year,Yes,Bank transfer (automatic),19.45,600.25
5010-IPEAQ,Two year,No,Credit card (automatic),54.2,3623.95
5494-WOZRZ,Two year,Yes,Credit card (automatic),82.0,5999.85
3863-QSTYI,Month-to-month,Yes,Electronic check,64.65,3735.45
0673-IGUQO,Month-to-month,No,Mailed check,,20.45
3585-YNADK,One year,No,Bank transfer (automatic),74.6,4368.95
3891-PUQOD,Month-to-month,No,Electronic check,59.2,59.2
4445-ZJNMU,Month-to-month,Yes,Credit card (automatic),99.3,918.75
5712-VBOXD,Month-to-month,Yes,Credit card (automatic),20.15,68.45
7873-CVMAW,Two year,No,Credit card (automatic),88.55,6362.35
1017-FBQMM,One year,Yes,Credit card (automatic),106.05,6703.5
6918-UMQCG,Month-to-month,No,Electronic check,80.2,384.25
4391-LNRXK,Month-to-month,Yes,Bank transfer (automatic),94.95,2142.8
4896-CPRPF,Two year,No,Bank transfer (automatic),25.45,809.25
2187-PKZAY,Month-to-month,Yes,Bank transfer (automatic),79.95,1043.4
4203-QGNZA,Month-to-month,No,Mailed check,20.25,535.35
6579-JPICP,Month-to-month,No,Mailed check,20.4,20.4
7694-VLBWQ,One year,No,Electronic check,104.1,7040.85
3133-PZNSR,Two year,Yes,Credit card (automatic),97.75,6991.6
9356-AXGMP,One year,Yes,Electronic check,110.7,4428.6
9097-ZUBYC,Month-to-month,No,Bank transfer (automatic),48.8,664.4
0840-DCNZE,One year,Yes,Bank transfer (automatic),86.95,4138.9
8780-IHCRN,Two year,No,Credit card (automatic),24.65,1574.5
3285-UCQVC,Month-to-month,No,Credit card (automatic),28.6,973.55
1833-VGRUM,Month-to-month,Yes,Electronic check,74.2,74.2
7446-SFAOA,One year,Yes,Bank transfer (automatic),19.85,717.5
0836-SEYLU,Month-to-month,No,Mailed check,40.65,328.95
1752-OZXFY,One year,Yes,Mailed check,59.8,3561.15
5240-CAOYT,Month-to-month,Yes,Bank transfer (automatic),87.55,4884.85
2887-JPYLU,Month-to-month,No,Bank transfer (automatic),45.2,1841.9
3021-VLNRJ,One year,Yes,Credit card (automatic),70.8,3478.15
6257-RJOHI,Month-to-month,Yes,Mailed check,50.8,202.3
4910-AQFFX,Month-to-month,Yes,Bank transfer (automatic),79.35,661.25
0396-YCHWO,Month-to-month,Yes,Electronic check,95.4,3474.2
5482-PLVPE,Month-to-month,No,Electronic check,24.35,41.85
1830-GGFNM,Two year,No,Credit card (automatic),94.55,6078.75
7951-VRDVK,One year,No,Bank transfer (automatic),85.85,3003.55
3977-QCRSL,Month-to-month,No,Mailed check,20.15,117.95
2615-YVMYX,Month-to-month,Yes,Electronic check,107.5,7713.55
0323-XWWTN,Two year,Yes,Mailed check,26.4,121.25
6974-DAFLI,One year,No,Electronic check,19.7,1140.05
0224-HJAPT,Month-to-month,No,Electronic check,47.15,223.15
2386-LAHRK,Month-to-month,Yes,Mailed check,53.5,53.5
9541-ZPSEA,Two year,No,Credit card (automatic),80.35,5375.15
1193-RTSLK,Month-to-month,Yes,Credit card (automatic),83.9,3233.6
3351-NGXYI,Month-to-month,Yes,Electronic check,54.1,889
9359-UGBTK,One year,Yes,Bank transfer (automatic),72.35,4991.5
9788-HNGUT,Two year,Yes,Credit card (automatic),116.95,8594.4
7855-DIWPO,Month-to-month,Yes,Electronic check,68.65,1493.2
5222-JCXZT,Month-to-month,No,Mailed check,19.0,78.9
0975-VOOVL,Month-to-month,No,Mailed check,29.2,98.5
4419-UJMUS,Two year,Yes,Electronic check,99.35,6856.45
4424-TKOPW,Month-to-month,Yes,Electronic check,93.85,196.75
6797-LNAQX,Two year,No,Bank transfer (automatic),98.3,6859.5
6770-XUAGN,Month-to-month,Yes,Electronic check,21.0,21
2640-LYMOV,Month-to-month,Yes,Mailed check,19.65,38.8
7928-VJYAB,Month-to-month,No,Electronic check,90.6,1020.2
6821-BUXUX,Month-to-month,Yes,Electronic check,96.65,1244.5
8917-SZTTJ,Two year,No,Credit card (automatic),19.65,1161.75
0947-MUGVO,Month-to-month,Yes,Electronic check,73.65,1463.5
8727-XDPUD,Two year,No,Credit card (automatic),35.8,1316.9
7305-ZWMAJ,One year,No,Credit card (automatic),20.7,587.1
3413-DHLPB,Month-to-month,Yes,Bank transfer (automatic),103.75,5969.95
2884-GBPFB,Month-to-month,Yes,Electronic check,70.3,2416.55
7480-QNVZJ,Month-to-month,Yes,Electronic check,95.7,4816.7
1696-HXOWK,One year,No,Mailed check,95.65,6856.95
4480-QQRHC,Month-to-month,Yes,Bank transfer (automatic),74.05,600.15
8461-EFQYM,One year,Yes,Electronic check,24.25,914.4
2429-AYKKO,Two year,No,Bank transfer (automatic),,1434.1
4690-PKDQG,Month-to-month,Yes,Electronic check,95.55,3930.6
8961-QDZZJ,One year,Yes,Electronic check,95.0,5535.8
9330-VOFSZ,Two year,Yes,Credit card (automatic),110.8,6640.7
0174-QRVVY,Two year,No,Credit card (automatic),25.35,1847.55
8785-EPNCG,Month-to-month,No,Credit card (automatic),23.15,245.2
9115-YQHGA,Month-to-month,Yes,Electronic check,51.1,2092.9
9194-GFVOI,Two year,No,Credit card (automatic),84.35,3571.6
6595-COKXZ,Month-to-month,Yes,Mailed check,44.45,44.45
3154-CFSZG,Month-to-month,No,Electronic check,90.05,4137.2
0679-TDGAK,One year,No,Electronic check,75.5,4025.6
6434-TTGJP,Two year,No,Credit card (automatic),53.7,521
6631-HMANX,Two year,Yes,Credit card (automatic),85.45,6227.5
0665-XHDJU,Two year,Yes,Electronic check,99.4,7285.7
3428-MMGUB,Two year,Yes,Electronic check,89.55,5231.2
5570-PTWEH,Month-to-month,Yes,Credit card (automatic),75.15,216.75
5712-PTIWW,Month-to-month,Yes,Electronic check,79.85,152.45
8821-XNHVZ,Month-to-month,Yes,Mailed check,80.05,80.05
1173-XZPYF,Month-to-month,Yes,Electronic check,89.2,990.3
3545-CNWRG,Month-to-month,Yes,Electronic check,98.35,4889.2
4806-DXQCE,Two year,Yes,Electronic check,113.65,7714.65
0685-MLYYM,Month-to-month,No,Electronic check,70.75,154.85
1075-BGWOH,Month-to-month,Yes,Electronic check,98.75,1587.55
8443-WVPSS,Month-to-month,Yes,Electronic check,99.85,990.9
4114-QMKVN,One year,No,Bank transfer (automatic),68.75,3815.4
2038-LLMLM,Month-to-month,Yes,Electronic check,103.85,4946.05
5605-XNWEN,Two year,Yes,Bank transfer (automatic),25.0,1802.55
0426-TIRNE,Month-to-month,No,Mailed check,20.9,20.9
0559-CKHUS,Two year,Yes,Mailed check,19.55,521.8
0203-HHYIJ,One year,No,Bank transfer (automatic),25.3,676.35
6094-ZIVKX,One year,Yes,Credit card (automatic),54.45,3674.95
2897-DOVND,Month-to-month,Yes,Electronic check,69.8,146.65
8387-MOJJT,Month-to-month,Yes,Credit card (automatic),77.95,3384
2587-YNLES,Two year,No,Mailed check,20.1,100.35
6693-FRIRW,Month-to-month,No,Credit card (automatic),101.3,1794.65
5976-JCJRH,Month-to-month,Yes,Electronic check,70.3,738.2
6749-UTDVX,Two year,Yes,Electronic check,103.65,7634.8
3552-CTCYF,Two year,Yes,Bank transfer (automatic),104.8,6597.25
0068-FIGTF,One year,No,Mailed check,78.2,2078.95
5622-UEJFI,Two year,Yes,Credit card (automatic),25.4,949.8
9524-EGPJC,Month-to-month,Yes,Electronic check,90.1,1612.75
5108-ADXWO,Month-to-month,Yes,Electronic check,73.5,791.75
9067-SQTNS,One year,No,Bank transfer (automatic),20.6,926
3639-XJHKQ,Month-to-month,Yes,Electronic check,60.6,1297.8
8197-BFWVU,Two year,Yes,Bank transfer (automatic),93.25,6688.95
5843-TTHGI,Month-to-month,Yes,Mailed check,50.0,892.7
5651-WYIPH,Month-to-month,Yes,Credit card (automatic),49.85,865.75
3911-RSNHI,Two year,Yes,Credit card (automatic),61.4,4310.35
6865-JZNKO,Month-to-month,Yes,Bank transfer (automatic),55.3,1530.6
3275-RHRNE,One year,Yes,Credit card (automatic),60.0,1682.05
7627-JKIAZ,Month-to-month,Yes,Credit card (automatic),78.95,2839.65
4685-TFLLS,One year,No,Bank transfer (automatic),19.8,342.3
2245-ADZFJ,Two year,No,Bank transfer (automatic),80.55,2471.6
4482-FTFFX,Month-to-month,No,Electronic check,56.15,291.45
5419-JKZNQ,Month-to-month,No,Mailed check,77.9,2351.45
5915-DGNVC,One year,No,Electronic check,71.8,3472.05
2957-LOLHO,Month-to-month,Yes,Bank transfer (automatic),45.4,518.9
2777-PHDEI,Month-to-month,No,Electronic check,78.05,78.05
9565-DJPIB,Month-to-month,No,Mailed check,89.6,365.65
4390-KYULV,Month-to-month,Yes,Credit card (automatic),20.55,51.15
1678-FYZOW,Month-to-month,Yes,Electronic check,79.4,244.65
7349-ALMUX,Two year,No,Bank transfer (automatic),65.6,2313.8
9330-DHBFL,One year,Yes,Mailed check,66.25,1533.8
6288-LBEAR,Month-to-month,Yes,Mailed check,79.1,1783.75
9233-PSYHO,One year,Yes,Bank transfer (automatic),100.15,4459.8
6072-NUQCB,One year,No,Bank transfer (automatic),20.25,488.25
0447-RXSGD,Month-to-month,Yes,Bank transfer (automatic),99.65,2404.85
9916-AYHTC,Two year,No,Credit card (automatic),19.85,916
8824-RWFXJ,Month-to-month,Yes,Mailed check,56.15,168.15
4884-ZTHVF,Month-to-month,Yes,Electronic check,87.1,713.6
8627-EHGIP,One year,Yes,Mailed check,53.95,2375.4
1020-JPQOW,Month-to-month,No,Electronic check,90.55,5116.6
3976-NLDEZ,Month-to-month,No,Mailed check,20.6,20.6
3162-ZJZFU,Month-to-month,Yes,Electronic check,92.55,4779.45
2146-EGVDT,Two year,No,Credit card (automatic),19.3,1192.7
9396-ZSFLL,Month-to-month,No,Mailed check,48.85,631.4
4908-XAXAY,One year,Yes,Bank transfer (automatic),89.85,4287.2
2911-UREFD,Month-to-month,No,Electronic check,55.9,2184.35
9391-DXGGG,One year,No,Credit card (automatic),89.15,3990.75
4918-QLLIW,Month-to-month,No,Credit card (automatic),53.4,188.7
7503-QQRVF,Month-to-month,Yes,Credit card (automatic),74.3,1178.25
9761-XUJWD,Month-to-month,Yes,Bank transfer (automatic),65.6,339.9
5816-QVHRX,Month-to-month,No,Credit card (automatic),100.3,3541.4
7054-ENNGU,Month-to-month,No,Mailed check,50.85,466.6
9385-EHGDO,Two year,Yes,Mailed check,19.85,739.35
4285-GYRQC,Month-to-month,Yes,Electronic check,86.25,587.1
2955-PSXOE,Month-to-month,Yes,Bank transfer (automatic),20.2,20.2
7016-BPGEU,Month-to-month,Yes,Credit card (automatic),25.1,712.85
4531-AUZNK,One year,Yes,Mailed check,95.15,5000.05
0556-FJEGU,Two year,No,Bank transfer (automatic),70.1,4048.95
5168-MQQCA,One year,Yes,Bank transfer (automatic),108.5,8003.8
3694-DELSO,Month-to-month,No,Credit card (automatic),38.55,156.1
1135-HIORI,One year,Yes,Electronic check,111.45,7266.95
6952-OMNWB,Month-to-month,Yes,Credit card (automatic),80.35,5589.3
9544-PYPSJ,Month-to-month,Yes,Credit card (automatic),96.1,6019.35
7483-IQWIB,Month-to-month,Yes,Electronic check,92.95,3415.25
1985-MBRYP,Two year,Yes,Bank transfer (automatic),19.65,779.25
3227-WLKLI,Two year,No,Bank transfer (automatic),91.55,5963.95
1928-BXYIV,Month-to-month,No,Electronic check,61.15,61.15
6827-IEAUQ,One year,No,Mailed check,66.15,1874.45
8755-OGKNA,Two year,No,Bank transfer (automatic),19.5,1167.6
3803-KMQFW,Month-to-month,No,Mailed check,20.55,20.55
9839-ETQOE,Month-to-month,Yes,Electronic check,40.45,1912.85
8099-MZPUJ,Two year,No,Credit card (automatic),111.8,5443.65
5514-YQENT,Two year,Yes,Electronic check,111.15,4507.15
8871-JLMHM,Two year,No,Credit card (automatic),90.2,6297.65
9163-GHAYE,Month-to-month,No,Electronic check,48.85,736.8
3217-FZDMN,Month-to-month,Yes,Credit card (automatic),94.45,742.95
5480-HPRRX,Month-to-month,No,Electronic check,25.3,77.75
4918-FYJNT,Month-to-month,No,Electronic check,90.45,5044.8
7721-DVEKZ,Month-to-month,No,Mailed check,19.65,19.65
3755-JBMNH,Month-to-month,Yes,Bank transfer (automatic),71.8,1167.8
4106-HADHQ,One year,No,Credit card (automatic),80.0,3182.95
3045-XETSH,Month-to-month,Yes,Electronic check,94.85,953.45
0345-XMMUG,Two year,Yes,Credit card (automatic),108.9,4854.3
7669-LCRSD,Month-to-month,Yes,Mailed check,56.3,628.65
8402-OOOHJ,Two year,No,Mailed check,20.65,835.15
3571-RFHAR,Month-to-month,Yes,Electronic check,109.15,6941.2
4692-NNQRU,One year,No,Electronic check,79.2,1742.45
5419-CONWX,Month-to-month,Yes,Credit card (automatic),99.8,442.85
7503-MIOGA,Two year,Yes,Bank transfer (automatic),89.85,6697.35
5968-HYJRZ,Two year,No,Mailed check,24.55,1160.45
7654-YWJUF,One year,Yes,Bank transfer (automatic),84.25,3539.25
6859-QNXIQ,Two year,Yes,Bank transfer (automatic),113.1,8248.5
3199-NPKCN,One year,Yes,Electronic check,111.25,7511.65
0345-HKJVM,Month-to-month,No,Electronic check,89.3,577.6
7581-EBBOU,One year,Yes,Credit card (automatic),70.15,4224.7
5996-NRVXR,One year,Yes,Credit card (automatic),98.15,4116.8
7973-DZRKH,Two year,Yes,Credit card (automatic),90.95,5930.05
0823-HSCDJ,Month-to-month,Yes,Electronic check,49.15,2550.9
8149-RSOUN,Month-to-month,Yes,Electronic check,93.85,93.85
5708-EVONK,Month-to-month,Yes,Bank transfer (automatic),93.4,5435.6
0301-FIDRB,Two year,Yes,Bank transfer (automatic),63.8,4684.3
3318-OSATS,Month-to-month,Yes,Electronic check,95.45,3474.05
1927-QEWMY,Two year,No,Credit card (automatic),20.5,1502.25
9701-CDXHR,Month-to-month,No,Mailed check,69.15,3649.6
3308-DGHKL,Two year,Yes,Bank transfer (automatic),19.3,1447.9
6227-FBDXH,One year,No,Bank transfer (automatic),99.5,6841.45
9256-JTBNZ,Month-to-month,No,Bank transfer (automatic),20.3,246.3
5351-QESIO,Month-to-month,No,Mailed check,24.2,24.2
6496-SLWHQ,Month-to-month,Yes,Electronic check,105.0,294.45
2153-MREFK,One year,Yes,Electronic check,99.2,3754.6
5167-GBFRE,Month-to-month,Yes,Bank transfer (automatic),25.2,102.5
6173-GOLSU,Month-to-month,Yes,Credit card (automatic),94.65,6079
5522-NYKPB,Month-to-month,No,Electronic check,85.9,2199.05
2990-IAJSV,Two year,No,Bank transfer (automatic),92.0,6632.75
6483-OATDN,Month-to-month,Yes,Credit card (automatic),51.3,411.6
4572-DVCGN,Month-to-month,Yes,Bank transfer (automatic),80.25,846
7787-BNTZM,Month-to-month,No,Bank transfer (automatic),20.15,130.5
1309-XGFSN,One year,Yes,Electronic check,80.85,4079.55
3810-PJUHR,Two year,No,Mailed check,25.35,1715.15
2000-DHJUY,Two year,Yes,Bank transfer (automatic),92.2,6474.45
5995-LFTLE,Two year,Yes,Credit card (automatic),25.3,1474.35
8205-VSLRB,Two year,No,Credit card (automatic),77.3,5498.2
6928-ONTRW,Two year,No,Credit card (automatic),19.7,1379.8
5498-IBWPI,One year,Yes,Credit card (automatic),49.4,3251.85
3845-JHAMY,Month-to-month,Yes,Credit card (automatic),35.5,552.7
4504-YOULA,Month-to-month,Yes,Credit card (automatic),59.45,2136.9
9776-OJUZI,Month-to-month,Yes,Bank transfer (automatic),95.45,6223.3
3798-EPWRR,Month-to-month,No,Electronic check,43.95,85.1
1376-HHBDV,Month-to-month,Yes,Mailed check,48.8,1536.75
